,text,polarity,subjectivity
1529,wait.n.02 act.v.01 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,1,1
1530,never.r.02 motion.n.06 another.s.01 state.n.04 even.r.03 tho.n.01 wan.v.01 sodium.n.01 pay_back.v.02 homesick.s.01 lonely.s.04,-1,1
1531,seriously.r.01 mean.v.03 transgress.v.01 suppose.v.01 longer.r.01 survive.v.01 survive.v.01 move.v.14 another.s.01 nation.n.02 top.a.01 ten.s.01 nation.n.02 move.v.14 united_states.n.01 even.r.03 tilt.n.04,-1,1
1532,wake_up.v.02 temper.n.02 move.v.02 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,0,-1
1533,decidedly.r.01 occur.v.02 strongly.r.01 study.v.03 motion.n.06 another.s.01 state.n.04 future.s.03 eighteen.s.01 month.n.02,0,-1
1534,move.v.07 way.n.06 kill.v.01 pay.v.09 attention.n.03 witness.v.02 normalize.v.01 killing.n.03 witness.v.02 killing.n.03 people.n.01 want.v.02 politically.r.01 correct.s.03 support.v.09 invasion.n.03 another.s.01 state.n.04,0,-1
1535,lease.v.03 move.v.04 another.s.01 state.n.04 longer.r.01 work.v.21 stead.n.01 kin.n.01 colleague.n.01 want.v.05 team.n.02 athlete.n.01 team.n.02 honey.n.01,1,1
1536,decide.v.01 stay.v.04 slightly.r.01 longer.r.01 work.n.05 avail.v.03 fix.v.12 move.v.03 another.s.01 state.n.04 take.v.02 vacation.n.01 exit.v.01 deal.v.03 work.n.05 forty.s.01 hour.n.04 thanks.n.02 great.s.02 team.n.02 work.n.05,1,1
1537,move.v.07 another.s.01 state.n.04 go.v.03 ampere.n.02 reason.n.06 buttocks.n.01,-1,1
1538,get.v.03 induce.v.02 uncoiled.a.01 eighteen.s.01 year.n.01 old.a.02 toss_off.v.02 grandma.n.01 child.n.04 freak_out.v.01 grocery_store.n.01 storehouse.n.01 precisely.r.03 elect.v.02 dunce.n.01 constitute.v.01 act.n.02 flagitious.s.01 crime.n.02 solicitation.n.02 softly.r.01 move.v.07 another.s.01 state.n.04 comparable.s.02,-1,1
1539,number.n.08 impressive.s.02 million.n.02 american.a.02 choose.v.03 live.v.02 nation.n.02 due.s.02 stool.v.04 like.a.02 strange.a.01 move.v.14 another.s.01 nation.n.02 make.v.02 peace.n.02 mind.n.01 actually.r.04 life.n.03 well.r.12 social.s.05 metier.n.02 uranium.n.01,-1,1
1540,very.r.01 cool.s.06 move.v.03 another.s.01 nation.n.02 survive.v.01 supporter.n.01 spirit.n.02 medical.a.02 medicine.n.03 bill.n.07 veracious.s.02 hybridization.n.01 united_states.n.01 tilt.n.04 anyhow.r.01,1,1
1541,move.v.07 another.s.01 state.n.04 go.v.03,-1,1
1542,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 much.a.01 ask.v.04,-1,1
1543,honestly.r.01 wish.v.04 convert.v.09 family.n.02 move.v.07 another.s.01 state.n.04 united.a.01 department_of_state.n.01 reach.v.07 feel.v.05 unsettled.a.01 insecure.s.04 unwelcome.s.02 startle.v.02 think.v.13 goal.n.01 desire.v.01 baby.n.04 family.n.02,0,-1
1544,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 startle.n.01,0,-1
1545,get.v.14 drunkard.n.01 misplace.v.01 telephone.n.01 wish.v.02 go.v.03 stead.n.01 get.v.14 tantalum.n.01 motion.n.06 another.s.01 state.n.04 shit.n.04 get.v.14 medium_frequency.n.01,-1,1
1546,preacher.n.01 think.v.01 majority_rule.n.01 possibly.r.01 move.v.07 another.s.01 state.n.04 want.v.02 much.a.01 hate.n.01 person.n.01,0,-1
1547,five.n.01 urge.n.02 ghost.v.01 life.n.11 travel.v.01 another.s.01 state.n.04 begin.v.03 new.s.05 one.s.05,0,-1
1548,ohio.n.01 conspiracy.n.01 theory.n.03 conspiracy.n.01 theory.n.03 think.v.02 regretful.a.01 thing.n.12 hate.v.01 white.s.12 people.n.01 much.a.01 move.v.07 another.s.01 state.n.04,-1,1
1549,wish.v.01 kin.n.01 move.v.07 another.s.01 state.n.04,0,-1
1550,run.v.03 road.n.02 year.n.03 year.n.03 come.v.01 end.n.06 grow.v.08 fast.r.01 adequate.s.02 never.r.02 life_sentence.n.01 think.v.09 travel.v.01 another.s.01 state.n.04,0,-1
1551,wide_area_network.n.01 sodium.n.01 change.n.03 name.n.06 motion.n.06 another.s.01 state.n.04,1,1
1552,make.v.45 want.v.05 move.v.15 another.s.01 state.n.04 every.s.02 unmarried.a.01 day.n.01,0,-1
1553,rather.r.02 crazy.s.03 visit.v.01 person.n.01 go.v.03 three.s.01 relationship.n.03 make.v.02 marry.v.02 kyd.n.01 get.n.01 divorce.v.02 move.v.07 another.s.01 state.n.04 still.r.04 ma.n.01 basement.n.02 avoid.v.01 lease.v.04 rout.v.03,0,-1
1554,wan.v.01 sodium.n.01 motion.n.06 another.s.01 township.n.01 even.r.03 another.s.01 country.n.04,0,-1
1555,batch.n.02 shooting.n.02 lack.n.01 barren.s.03 health.n.01 care.n.06 undress.v.01 right_field.n.01 gain.v.08 desire.v.01 move.v.02 another.s.01 state.n.04 man.n.08 mean.v.03 witness.v.02 raw.s.12 dentist.n.01 sound.v.04 wish.v.02 batch.n.02 work.n.05,-1,1
1556,believe.v.03 american.a.01 citizen.n.01 occur.v.02 first.r.03 travel.v.01 another.s.01 state.n.04,0,-1
1557,three.s.01 year.n.03 motion.n.06 another.s.01 state.n.04,0,-1
1558,great.s.03 aunt.n.01 elizabeth.n.01 full.s.03 k.n.07 setter.n.02 immigrate.v.03 canada.n.01 ireland.n.02 recover.v.01 canada.n.01 cold.n.01 receive.v.02 gravy_boat.n.01 bahamas.n.01 populate.v.01 nine.s.01 year.n.03 return.v.01 united_kingdom.n.01 travel.v.01 another.s.01 country.n.02,0,-1
1559,sidereal_day.n.01 wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04,0,-1
1560,sin.n.06 fellow.n.06 wish.v.03 uranium.n.01 better.s.03 experience.n.01 make.v.02 leave.v.03 move.n.01 another.s.01 state.n.04,-1,1
1561,girlfriend.n.02 wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04,0,-1
1562,doubly.r.01 see.v.10 guess.n.02 back.v.02 nebraska.n.01 make.v.02 one.s.01 state.n.04 move.v.04 another.s.01 state.n.04,0,-1
1563,kremlin.n.02 instruction.n.04 telephone.n.01 call.n.10 suppose.v.01 soviet_union.n.01 finland.n.01 sexual_intercourse.n.01 negatively.r.02 affect.v.05 move.n.02 join.v.04 north_atlantic_treaty_organization.n.01 add.v.02 finland.n.01 move_over.v.01 u.s.01 another.s.01 nation.n.02 use.v.06 fight.v.02 soviet_union.n.01 fight.v.02 soviet_union.n.01,0,-1
1564,want.v.05 move.v.07 another.s.01 state.n.04 never.r.02 worry.v.06 shit.n.04 worry.v.06 right.r.04,0,-1
1565,five.s.01 month.n.02 live.v.02 cork.n.03 ireland.n.02 wan.v.01 sodium.n.01 part.n.01 nation.n.02 plan.n.03 travel.v.01 another.s.01 nation.n.02 yet.r.04 walk.v.01 entirely.r.02 think.v.09 travel.v.01 entirely.r.02 well.r.12 thanks.n.02 european_union.n.01 palpate.v.01 safe.s.02 four.s.01 first.a.06 prison_term.n.01 life_sentence.n.01,1,1
1566,ridicule.v.01 sleep_together.v.01 wife.n.01 cool.s.06 person.n.01 hale.s.01 worldly_concern.n.01 make.v.18 felicitous.s.02 ever.r.03 integral.s.02 biography.n.01 wait.v.02 move.v.15 another.s.01 nation.n.02,-1,1
1567,good.s.13 day.n.01 want.v.03 share.n.01 couple.n.03 thing.n.12 first.r.03 decide.v.04 move.v.07 another.s.01 state.n.04 set.n.05 reason.n.03 talk.v.02 subsequently.r.01 ready.s.04,1,1
1568,old.s.07 old_age.n.01 one.n.01 stay.n.05 healthy.a.01 two.s.01 motion.n.06 another.s.01 state.n.04 three.s.01 need.n.02 nursing.n.01 home.n.09 care.n.01 choose.v.02 rather.r.02 spontaneous.a.01 end.v.04 failure.n.07 american.a.02 political_orientation.n.01 outsize.s.01 impingement.n.01 uranium.n.01,-1,1
1569,guess.n.02 time.n.03 throng.v.01 move.v.07 another.s.01 state.n.04 integral.s.02 residential_district.n.01 portugal.n.01 pay_back.v.02 last.s.05 year.n.03 thanks.n.02 unretentive.a.01 side.v.01 politician.n.03 earth.n.01,1,1
1570,freedom.n.01 socialism.n.02 communism.n.01 united_states.n.01 lease.v.03 liberal.n.02 move.v.07 another.s.01 state.n.04 hate.v.01 freedom.n.01,-1,1
1571,want.v.05 move.v.07 another.s.01 state.n.04 mustiness.n.01 yield.v.10 well.r.13 ice_hockey.n.01,0,-1
1572,actively.r.01 try.v.01 motion.n.06 another.s.01 state.n.04,0,-1
1573,kyd.n.01 right_field.n.01 stick.n.01 together.r.05 kyd.n.01 till.n.01 miss.v.03 want.v.02 move.v.07 another.s.01 state.n.04 school.n.05,-1,1
1574,wide_area_network.n.01 sodium.n.01 textbook.n.01 wish.v.02 move.v.02 away.r.06 another.s.01 state.n.04 ampere.n.02 begin.v.03 new.a.06 life.n.03 together.r.05,0,-1
1575,right.r.04 person.n.01 necessitate.v.01 move.v.03 another.s.01 state.n.04 take.v.01 exit.v.01,0,-1
1576,racism.n.02 united_states.n.01 disgust.v.02 sincerely.r.01 plan.n.03 move.v.07 another.s.01 state.n.04 watch.v.03 rest.n.07 world.n.03 yet.r.01 like.v.04 move.v.07 tree.n.03 unknown.s.03,-1,1
1577,move.v.07 another.s.01 state.n.04 go.v.03,0,-1
1578,think.v.13 want.v.02 move.v.07 another.s.01 state.n.04 asap.r.01,-1,1
1579,very.r.01 hate.v.01 united_states.n.01 wish.v.02 move.v.07 another.s.01 state.n.04 wish.v.02 united_kingdom.n.01 canada.n.01,-1,1
1580,telegraph.n.01 work.n.05 hour.n.04 move.v.02 good.s.15 job.n.02 undertake.v.02 price.n.03 live.v.02 crisis.n.02 suppose.v.01 minister.n.04 move.v.02 another.s.01 nation.n.02 regale.v.01 front.v.01 citizen.n.01 well.r.13,1,1
1581,amazing.s.02 guy.n.03 right.s.08 thing.n.12 crying.s.02 nauseating.s.01 disgust.v.02 human.a.03 want.v.02 move.v.07 another.s.01 state.n.04,-1,1
1582,sleep_together.v.01 suck.v.04 option.n.02 ever.r.01 want.v.05 move.v.14 another.s.01 nation.n.02 specify.v.02 outdo.v.02 case.n.06 scenario.n.03 marriage.n.02 autistic.s.01 west.n.02 official.s.05 diagnosis.n.01 think_of.v.04 plan.n.03 move.v.14 another.s.01 nation.n.02 future.n.03 spouse.n.01 live.v.07 people.n.01,0,-1
1583,zero.n.02 seven.s.01 last.a.02 seven.s.01 game.n.03 seven.s.01 time.n.06 move.v.15 another.s.01 state.n.04,1,1
1584,wide_area_network.n.01 sodium.n.01 pack.n.09 shit.n.04 motion.n.06 another.s.01 state.n.04,-1,1
1585,teacher.n.02 doctor_of_the_church.n.01 public.a.01 sector.n.06 worker.n.01 make.v.35 conclusion.n.08 touch.v.05 meager.a.01 public.a.01 sector.n.06 wage.n.01 politics.n.02 minister.n.04 state.v.01 move.n.02 good.s.13 yield.v.10 occupation.n.01 minor.s.10 print.n.01 move.n.02 another.s.01 occupation.n.01 another.s.01 state.n.04 want.v.05 continue.v.01 work.v.02 teacher.n.02 doctor_of_the_church.n.01,0,-1
1586,talk.n.05 folderol.n.01 united_states.n.01 think.v.10 move.v.07 another.s.01 state.n.04 recover.v.01 receive.v.02 unplayful.a.01 topic.n.02 very.r.01 survive.v.01,0,-1
1587,way.n.06 move.v.07 another.s.01 state.n.04 amazing.s.02,1,1
1588,ready.s.04 move.v.07 another.s.01 state.n.04 beneficial.s.01,1,1
1589,person.n.01 pack.n.09 move.v.07 another.s.01 state.n.04 necessitate.v.01 friend.n.01,0,-1
1590,finland.n.01 president_of_the_united_states.n.02 surprise.v.01 putin.n.01 calm.s.01 response.n.07 north_atlantic_treaty_organization.n.01 membership.n.02 newsworthiness.n.01 putin.n.01 work.v.21 convert.v.09 turkey.n.02 another.s.01 state.n.04 vote.v.05 motion.n.06 therefore.r.01 impression.n.01 convinced.s.01 calm_air.n.01,0,-1
1591,american.a.01 family.n.01 kyd.n.01 research.v.02 kill.v.01 black.s.05 people.n.03 want.v.05 move.v.07 another.s.01 state.n.04 yesterday.n.02,-1,1
1592,want.v.05 move.v.07 another.s.01 state.n.04 roommate.n.01 situation.n.03,0,-1
1593,uranium.n.01 motion.n.06 another.s.01 state.n.04 person.n.03 remember.v.01 know.v.11 person.n.03 two.s.01 occur.v.02 yea.r.01 set.n.05 unintentional.s.02 thing.n.12,0,-1
1594,move.v.02 another.s.01 state.n.04 perplex.v.01 married.a.01 sleep_together.v.01 checkmate.n.02 want.v.05 kyd.n.01 tell.v.02 see.n.01 run.v.14 stop.v.01 veridical.s.01 talk.n.05,-1,1
1595,want.v.05 pluck.v.04 move.v.07 another.s.01 state.n.04 black.s.05 womanhood.n.02 even.r.03,-1,1
1596,crack.v.10 thai.n.02 dad.n.01 leery.s.01 patrick.n.01 hello.n.01 daughter.n.01 choose.v.02 move.v.07 another.s.01 state.n.04 marry.v.02 person.n.01 ninety.s.01 day.n.03 ampere.n.02 wait.n.02 day.n.03 exit.v.01 tell.v.03 ampere.n.02 mother.n.05,0,-1
1597,attempt.n.01 reach.v.07 inaugural.s.02 decide.v.01 move.v.02 another.s.01 state.n.04 yea.r.01 rather.r.02 actually.r.02 complain.v.02 sodium.n.01 actually.r.02 try.v.01 reach.v.07 thing.n.04 work.v.21 better.s.03 ability.n.02,1,1
1598,very.r.01 tactile_property.n.01 wish.v.02 logical.a.01 option.n.02 move.v.07 another.s.01 state.n.04 leave.v.02 buttocks.n.01 perplex.v.01 even.r.03 potential.a.01,0,-1
1599,people.n.01 freedom.n.01 move.v.14 another.s.01 nation.n.02 order.n.14 better.v.01 child.n.03 populate.v.01 one.s.05 strike.n.05,-1,1
1600,youthful.s.01 motion.n.06 another.s.01 state.n.04,0,-1
1601,wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04,1,1
1602,twenty.s.01 boring.s.01 actually.r.02 wish.v.02 move.v.07 another.s.01 state.n.04 year.n.03 possible.a.01,-1,1
1603,belly_laugh.n.02 move.v.12 another.s.01 state.n.04 unvoiced.a.01 endless.s.04 tilt.n.04 thing.n.12 sell.v.01 throng.v.01 prepared.s.03 two.s.01 month.n.02 actual.s.04 motion.n.06,-1,1
1604,wish.v.02 united_states_constitution.n.01 move.v.07 another.s.01 state.n.04 protect.v.01,-1,1
1605,last.a.02 wide.s.06 sidereal_day.n.01 raw.s.12 york.n.01 city.n.03 wish.v.06 farewell.n.02 amazing.s.02 server.n.03 british_shilling.n.01 chuck.n.03 travel.v.01 another.s.01 state.n.04 another.s.01 reunion.n.02,1,1
1606,hope.v.03 sleep_together.v.01 impact.n.01 move_over.v.01 uranium.n.01 magic_trick.n.01 make.v.18 uranium.n.01 find_oneself.v.01 friend.n.01 move.v.15 friend.n.01 move.v.15 another.s.01 state.n.04 friend.n.01 sleep_together.v.01 much.a.01 like.v.02 one.n.02 elevation.n.03 hope.v.03 sleep_together.v.01,1,1
1607,surrogate.n.01 hypothesis.n.02 bachelor_of_science.n.01 paranoid.s.01 white.s.05 supremacist.n.01 want.v.05 govern.v.03 state.n.04 anti.a.01 black.s.06 brown.s.02 anti.a.01 jew.n.01 anti.a.01 immigration.n.02 state.n.04 west.n.02 immigrant.n.01 move.v.07 another.s.01 state.n.04,-1,1
1608,strange.s.02 vacation.n.02 let.v.02 call.v.20 elevation.n.03 feel.v.08 beneficial.s.01 vacation.n.02 throng.v.01 plan.v.02 move.n.01 another.s.01 state.n.04,-1,1
1609,surely.r.01 neighbor.n.01 wish.v.02 prison.n.02 belong_to.v.01 treason.n.02 least.a.01 motion.n.06 another.s.01 state.n.04,0,-1
1610,nothing.n.01 rejuvenate.v.05 travel.v.01 another.s.01 state.n.04 discussion.n.02 quite.r.04 systematically.r.01 scheduled.a.01 two.s.01 hour.n.04 slot.n.07 lease.v.03 people.n.01 sit.v.02 darkness.n.02 think.v.01 thing.n.12,0,-1
1611,try_on.v.01 hang.v.15 long.r.02 two.s.01 aged.s.01 pot.n.06 animated.a.01 survive.v.01 put.v.01 motion.n.06 another.s.01 state.n.04 look.v.02 perplex.v.01 adequate.s.02 adequate.s.02 possibly.r.02 canada.n.01 know.v.07 even.r.03 know.v.07 even.r.03 welcome.a.01,1,1
1612,think.v.03 sell.v.01 move.n.01 another.s.01 state.n.04 challenge.v.03 startle.v.02 cause.v.01 ask.v.04 motivate.v.01 much.a.01,0,-1
1613,go.v.03 external.s.03 twenty-nine.s.01 coke.n.03 large.a.01 mistake.n.02 wish.v.01 move.v.07 another.s.01 country.n.04 either.r.01 constantly.r.02 snow.v.01 rain.v.01,0,-1
1614,want.v.05 husband.n.01 move.v.07 another.s.01 state.n.04,0,-1
1615,travel.v.01 month.n.02 ago.s.01 huge.s.01 desire.n.03 throw.v.06 away.r.01 travel.v.01 another.s.01 state.n.04 mind.n.01 see.n.01 glistening.s.01 raw.s.12 experience.n.03 go.v.03,0,-1
1616,ultimately.r.01 seduce.v.01 tactile_property.n.01 like.v.04 huge.s.01 plan.v.03 move.v.15 another.s.01 state.n.04 entirely.r.02,0,-1
1617,checklist.n.01 move.v.07 another.s.01 state.n.04 checklist.n.01 move.v.07 exile.n.01 state.n.04 podcast.v.01 blog.v.01 tip.n.03 understand.v.03 motion.n.06,1,1
1618,move.v.02 another.s.01 state.n.04 retire.v.01 never.r.01 pay.v.05 student.n.01 loanword.n.01 expensive.a.01 uranium.n.01 ever.r.03 stop.v.01 work.v.21,-1,1
1619,wan.v.01 sodium.n.01 motion.n.06 pipe_dream.n.01 city.n.03 populate.v.01 comparable.s.02 three.s.01 year.n.03 finally.r.01 travel.v.01 another.s.01 nation.n.02,1,1
1620,motion.n.06 another.s.01 state.n.04 think.v.02,0,-1
1621,want.v.03 new.a.06 identity.n.04 motion.n.06 another.s.01 state.n.04 transfer.v.06 spirit.n.02,0,-1
1622,pale.s.02 white.s.10 supremacist.n.01 state.n.04 sin.n.06 wish.v.02 folk.n.01 color.n.07 motion.n.06 another.s.01 state.n.04 hate.n.01 toss_off.v.02 folk.n.01 stop.v.01 even.r.03 trope.n.01 travel.v.01 marketplace.n.02 bring.v.04 milk.n.01 unintelligent.a.01 kyd.n.01 do.v.04 killing.n.02,-1,1
1623,due.s.02 draconian.a.01 malefic.s.01 increase.n.04 menu.n.04 decide.v.04 move.v.12 another.s.01 state.n.04 people.n.01 hold.v.16 hostage.n.01 vitamin_e.n.01 hail.v.05 party.n.03,-1,1
1624,decidedly.r.01 time.n.06 move_over.v.01 frustration.n.03 time.n.06 crusade.v.01 arrange.v.07 state.n.04 back.r.04 together.r.04 elect.v.02 serve.v.01 party.n.04 leave.v.06 destroy.v.04 manner.n.01 liveliness.n.02 want.v.05 move.v.03 another.s.01 state.n.04,0,-1
1625,badly.r.06 want.v.05 move.v.07 another.s.01 state.n.04,-1,1
1626,tired.a.01 travel.v.01 state.n.04 motion.n.06 another.s.01 state.n.04 derail.v.02 vault.n.04 literally.r.02 nothing.n.01 beneficial.s.01 uranium.n.01,-1,1
1627,urge.n.02 move.v.07 another.s.01 state.n.04 tell.v.07 strong.s.09 registered_nurse.n.01,0,-1
1628,youthful.s.01 kid.n.05 move.v.07 another.s.01 state.n.04,0,-1
1629,one.s.06 potential.a.01 solution.n.05 motion.n.06 another.s.01 state.n.04 assumed.s.01 name.n.03,0,-1
1630,spirit.n.02 about.r.07 like.n.02 construct.v.01 pump.n.01 like.n.02 saw.v.01 russian.a.01 peek.n.01 telegram.n.01 all_right.s.01 cool.s.06 people.n.01 like.n.02 uranium.n.01 good.s.13 kind.n.01 wish.v.02 human.a.01 attic.n.03 guess.v.04 solid.n.03 violence.n.03 nature.n.05 move.v.02 another.s.01 state.n.04,1,1
1631,motion.n.06 another.s.01 area.n.01 fly.v.07 space.n.03,0,-1
1632,watch.v.06 founder.n.02 sick.s.06 motion.n.06 another.s.01 state.n.04 try.v.01 protect.v.02 pedigree.n.03,-1,1
1633,chirrup.n.01 react.v.02 torch.v.01 late.s.04 plan.n.03 undertake.v.02 ostentation.n.02 lose.v.03 rich.s.11 already.r.01 yield.v.10 majority.n.03 tax.n.01 want.v.05 make.v.49 enough.r.01 move.v.07 another.s.01 state.n.04 democrat.n.02 sicken.v.04 hypocrite.n.01,-1,1
1634,unplayful.a.01 suppose.v.01 wan.v.01 sodium.n.01 move.v.07 another.s.01 state.n.04,0,-1
1635,sudden.a.01 urge.n.02 move.v.07 another.s.01 state.n.04,0,-1
1636,need.n.02 move.v.07 another.s.01 state.n.04 go.v.03 suffer.v.02 urine.n.01 drunkard.n.01 stripe.n.05 worry.v.06 obstruct.v.01 sleep_together.v.01,-1,1
1637,critical.s.04 subspecies.n.01 theory.n.03 teach.v.02 anywhere.r.01 college.n.03 teach.v.02 every.s.02 school.n.02 united_states.n.01 every.s.02 horizontal_surface.n.01 american.n.03 need.v.03 palpate.v.01 regretful.a.01 repugnance.n.01 past.n.03 right.n.07 fuck.n.01 approve.v.02 motion.n.06 another.s.01 state.n.04,0,-1
1638,ready.s.04 touch.v.05 sexual_love.n.02 liveliness.n.02 motion.n.06 another.s.01 country.n.04 already.r.01,1,1
1639,bright.s.03 know.v.03 african.a.01 american.a.02 population.n.04 dwindle.v.01 uranium.n.01 supplant.v.01 truly.r.01 wish.v.01 move.v.11 another.s.01 state.n.04,1,1
1640,truly.r.01 hope.v.03 one.s.05 sidereal_day.n.01 able.a.01 move.v.07 another.s.01 state.n.04 preferably.r.01 one.s.05 nordic.s.03 state.n.04 suffer.v.02 dumpster.n.01 fire.n.05 society.n.04 wholly.r.01 crack_up.v.01,1,1
1641,travel.v.01 another.s.01 state.n.04 nox.n.01 vote.v.05 state.n.04,1,1
1642,wide_area_network.n.01 sodium.n.01 talk_through_one's_hat.v.01 end.n.06 motion.n.06 another.s.01 state.n.04,-1,1
1643,nancy.n.01 sinatra.n.01 weigh.v.05 unintelligent.a.01 public_opinion.n.01 kick.n.01 make.v.42 walk.n.01 move.v.15 another.s.01 state.n.04 wish.v.02 canada.n.01,-1,1
1644,wish.v.01 sunburn.v.01 every.s.02 metier.n.02 ship's_company.n.01 state.n.04 land.n.04 think.v.02 tell.v.05 citizen.n.01 state.n.04 move.v.02 back.r.02 parent.n.02 due.s.02 inflation.n.01 transport.v.04 four_hundred.s.01 million.n.02 actor.n.02 another.s.01 state.n.04 bring.v.04 fuck.n.01,-1,1
1645,move.v.07 another.s.01 state.n.04 have_a_bun_in_the_oven.v.01 help.v.06 fiscal.a.01 hardship.n.03,0,-1
1646,heavily.r.07 transition.n.04 motion.n.06 another.s.01 state.n.04 startle.v.02 research.v.02 view.n.02 fun.n.02 home.n.03 sickness.n.02 settle.n.01,-1,1
1647,fight.v.02 back.v.02 animal.s.01 desire.n.03 travel.v.01 another.s.01 area.n.01 submerge.v.03 terminology.n.01 food.n.03 polish.n.02 area.n.01 love.v.01 learn.v.01 terminology.n.01 top.a.01 three.s.01 italy.n.01 argentina.n.01 japan.n.04 travel.n.01 epicure.n.01 polish.n.02,1,1
1648,disquieted.s.01 another.s.01 state.n.04 move.v.02 united_states.n.01 need.n.02 care.n.01 first.r.03 communist.n.02 transport.v.04 care.n.01 asset.n.01 investment.n.02 try.v.01 protect.v.02 hello.n.01 empire.n.02 ostentation.n.02 deficit.n.01,-1,1
1649,politely.r.01 stool.v.04 person.n.01 try.v.01 convert.v.09 move.v.07 another.s.01 state.n.04 stay.v.04 marry.v.02,0,-1
1650,move.n.02 nation.n.02 state.v.01 suffer.v.02 problem.n.01 experience.n.03 education.n.02 finish_up.v.02 want.v.05 live.v.07 happy.s.04 safe.s.02 another.s.01 nation.n.02,-1,1
1651,disrespectful.a.01 fa.n.01 cup.n.08 even.r.03 star.n.04 spangle.v.02 banner.s.01 turn.n.03 peer.n.01 wish.v.02 move.v.02 another.s.01 state.n.04,-1,1
1652,eighty-five.s.01 luck.n.02 travel.v.01 travel.v.01 another.s.01 state.n.04 june.n.01 early.s.06 july.n.01 know.v.03 two.s.01 workweek.n.01 ago.r.01 sell.v.01 material.n.01 act.n.04 rush.n.06 obviously.r.01 even.r.03 know.v.03 back.r.02 scar.v.01 dusty.s.01 rusty.s.01 one.s.05 travel.v.01 look.v.07,-1,1
1653,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 regretful.a.01,0,-1
1654,audacity.n.02 wide_area_network.n.01 sodium.n.01 grandparent.n.01 disgust.v.02 married.a.01 couple.n.02 travel.v.01 another.s.01 state.n.04 touch.n.03 parent.n.02 pair.v.01 hanker.v.01 grandchild.n.01 sue.n.01 son.n.02 hello.n.01 wife.n.01 think.v.13 uranium.n.01,-1,1
1655,dollar.n.01 every.s.02 man.n.08 call.v.07 despicable.s.01 malodorous.a.01 every.s.02 day.n.09 enough.r.01 move.v.02 another.s.01 state.n.04 start.v.06 raw.s.12 life.n.07,0,-1
1656,truly.r.01 want.v.02 move.v.02 another.s.01 state.n.04 never.r.01 witness.v.02 listen.v.02 fuck.n.01 bigot.n.01 ever.r.03 traumatize.v.01 religious.a.02 bullshit.n.01 bigot.n.01 violence.n.01 people.n.01 even.r.03 witness.v.02 act.n.04 make.v.43 want.v.02 shout.v.02 fuck.n.01 sleep_together.v.01 misogynous.s.01 impression.n.01,-1,1
1657,live.v.02 die.v.01 constantly.r.02 judgment.n.01 know.v.07 life.n.06 impermanent.a.01 move.v.14 another.s.01 nation.n.02,0,-1
1658,cant.v.01 wait.n.02 move.v.07 another.s.01 nation.n.02 transfer.v.06 whole.a.02 identity.n.04,1,1
1659,move_over.v.01 wish.v.02 way.n.06 gain.v.08 money.n.01 minor.s.10 on-line.s.03 state.v.01 parent.n.01 try.v.06 save.v.09 ticket.n.05 move.v.02 another.s.01 state.n.04 want.v.02 sustain.v.04 necessitate.v.01 stuff.n.04 wish.v.02 new.a.06 playpen.n.01 shirt.n.01 rather.r.02 want.v.02 new.a.06 brassiere.n.01,1,1
1660,happen.v.02 everywhere.r.01 case.n.01 want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1661,side.n.10 intolerable.a.01 even.r.03 rather.r.02 move.v.02 another.s.01 state.n.04 punish.v.01 poll.n.05 unintelligent.a.01 elect.s.01 side.n.10 any.s.01,0,-1
1662,compulsory.s.01 reserve_officers_training_corps.n.01 university.n.03 time.n.06 move.v.07 another.s.01 state.n.04 immunoglobulin.n.01,0,-1
1663,impeach.v.02 impeach.v.02 open.v.09 molding.n.03 starter.n.07 trump.v.03 already.r.01 stone.s.01 make.v.02 plan.n.03 move.v.15 two.s.01 another.s.01 area.n.01 u.s.01 thanks.n.02 regretful.a.01 venezuela.n.01 stop.v.01,-1,1
1664,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04,0,-1
1665,like.v.04 visit.v.07 move.v.07 another.s.01 country.n.02 long.r.02 find.v.05 homesick.s.01,0,-1
1666,perplex.v.01 hollywood.s.02 ampere.n.02 many.a.01 american.n.03 freak_out.v.01 trump.n.02 elect.v.02 claim.v.05 move.v.15 famine.n.02 ostentation.n.02 move.v.15 fail.v.04 trump.v.03 administration.n.02 move.v.15 move.v.15 another.s.01 state.n.04 none.n.02 funny_story.n.01 survive.v.01,-1,1
1667,move.v.02 another.s.01 state.n.04 choose.v.02 placement.n.03 able.s.04 financially.r.01 comfortable.s.05 sense.n.01 security_system.n.02,1,1
