text povided as input,polarity,subjectivity
"International borders are dumb. If you want to jump ship to another country, you should be free to move about the world.",NEGATIVE,OPINIONATED
Something I’ll never understand is the compulsion to move to another country just to spend your time hating the people there.,NEGATIVE,OPINIONATED
"This is the order of preference for the Democrat Party of their potential voters: 1) Vote Democrat 2) Don’t Oppose Us 3) Just Shut-Up 4) Be Censored 5) Move to Another Country 6) Die* *Number 6 is closely linked with Number 1, since the Democrats get many dead voters too. #FJB",NEGATIVE,OPINIONATED
I want to move to another country so bad but I don’t have the funds . I hate it here bruh ..,NEGATIVE,OPINIONATED
"Eventually I want to do missionary trips around the world. I always imagine that coming to America would allow me to acquire money,accomplish my dreams then move back to Jamaica or live in another country. I still have a lot of work to do.",POSITIVE,OPINIONATED
"If I ever go through heartbreak again, changing my appearance isn’t enough Im literally just going to move to another country",NEUTRAL,NEUTRAL
"are there other ways of emigrating to another country besides through a job or getting married, like can't you just move there on vibes",NEUTRAL,NEUTRAL
I want to move to another country because I WANT TO LIVE,NEUTRAL,NEUTRAL
"If your life in the United States is good, why would you then go to another country? The only reason I can think of to move to an entirely different country is if you are at risk and in danger in your own country (which I am)",NEGATIVE,OPINIONATED
"I want to move to another country not sure which yet , but who ain’t pussy and would be down ?",NEUTRAL,NEUTRAL
I’m feeling really…move to another country…sick.,NEGATIVE,OPINIONATED
Ready to move to another country and disappear,NEUTRAL,NEUTRAL
Steps to fix #Xcode related problems: Clean Clear derived data Wait for Indexing Quit Xcode Turn off lights Start screaming Run Move to another country Find a cave Wait for 37 days in complete darkness Download the older version of Xcode Wait for another 20 days to unzip Rest,NEGATIVE,OPINIONATED
gonna major in a language and then move to a small town in another country,NEUTRAL,NEUTRAL
might fuck around and move to another country for a month or two,NEGATIVE,OPINIONATED
“Enhance cooperation between the two brotherly countries”- is AhmedMadoobe our new PM or there is another country. What is going on here? — This is the culture We want to move on from. Very ugly and bad. Gacandhaaf dowladeed #Somalia #villasomalia #jubaland #somali #Mogadishu https://t.co/aA3exILtKx,NEGATIVE,OPINIONATED
MTG should move to another country and live under an assumed name and never speak of this time ever again!,NEGATIVE,OPINIONATED
What if he's selling to raise money and move to another country.!,NEUTRAL,NEUTRAL
I'd change my name and move to another country GAWDDDD THIS IS MURDER,NEUTRAL,NEUTRAL
i want to move to another country and never talk to anyone again,NEGATIVE,OPINIONATED
As republicans would say if you don’t like it then move to another country,NEGATIVE,OPINIONATED
all i'm worrying and thinking about right now is going to another country and my mom telling me to leave my piano here and juST MOVE ON??,NEUTRAL,NEUTRAL
"what if i change my name, delete all my social media, and move to another country",NEUTRAL,NEUTRAL
I wanna move to another country. . The future seems ugly here in the states,NEGATIVE,OPINIONATED
the urge to quit my job and move to another country and just find a job there and start a whole new life,NEUTRAL,NEUTRAL
"Move to another country soon, it will difficult in Pakistan #MarchAgainstlmportedGovt # ڈٹروپما _ تموکح _ روظنمان",NEUTRAL,NEUTRAL
"This woman is the most disgusting human being , she is a extreme racist, jumping fences from color to color, she is a trouble maker and is hater of Americans and the country, she should move on and live in another country.",NEGATIVE,OPINIONATED
REPUBLICANS LISTEN THE AMERICAN PEOPLE VOTED FOR DEMOCRACY IF YOU CANT ABIDE BY THE CONSTITUTION OF THE UNITED STATES OF AMERICA MOVE TO ANOTHER COUNTRY THIS COUNTRY DOESNT WANT THE RICH TAX DODGERS TO REPRESENT OUR COUNTRY AND IF YOU CANT BE A BIPARTISAN WORKER FOR YOUR STATE!!,NEGATIVE,OPINIONATED
Move to another country with Ahmed Hussein,NEUTRAL,NEUTRAL
Want to move to another country you have to prove you have certain amount of income a job residual payments something they have rules... how come America doesn't have rules?,NEUTRAL,NEUTRAL
So I should move to another country?,NEUTRAL,NEUTRAL
shoutout harry for finally starting to give chicago some love when i’m about to move to another country,POSITIVE,OPINIONATED
I see why people randomly pick up and move to another country in their 30s. quit their whole lives and just start over.,NEGATIVE,OPINIONATED
"Fake my death, move to another country, assume the identity of the heir to an industrial lubricants empire who also breeds show lemurs.",NEGATIVE,OPINIONATED
i genuinely hope that the next time i need to move it's for another country the whole process is SO stressing i hate it so much,NEGATIVE,OPINIONATED
If I won a lotto (120 Million) id move to another country not coz I don’t wanna be in SA but coz I’d obviously blow it. Ma hluva la Mzanzi,NEGATIVE,OPINIONATED
Move to another country DA.,NEUTRAL,NEUTRAL
wish I could pack my things and move away to another Country ..,NEUTRAL,NEUTRAL
If somebody ask me do you want to move to another country I would yes,NEUTRAL,NEUTRAL
Sean also! I loved how he supported aii's studies even tho it meant Aii would move to another country https://t.co/shROXaCBuO,POSITIVE,OPINIONATED
"Let’s say that Turkey relents on its opposition to them joining, what did Putin gain from this war? Russia’s barely been able to move beyond the territory they controlled in 2014, another country they share an 830 mile border with joined NATO, they’ve become a pariah state…",NEUTRAL,NEUTRAL
"I jus wanna dye my hair, get a piercing, get a tattoo and jus move to another country.",NEUTRAL,NEUTRAL
I hate when people come from the US move to another country with a completely different native language and culture and demand for the house/apartment to look American like . Embrace new cultures and new ideologies,NEGATIVE,OPINIONATED
"""would u move to another country for someone, why"" - yes because why not also i wanna leave this country anyways so #tellonym https://t.co/Sljw0hDiru",NEUTRAL,NEUTRAL
"Once I move to a completely remote job, I’m homeschooling my kids and we’re going to live in another country for at least a year",NEUTRAL,NEUTRAL
#FreeAlaa #SaveAlaa @AlsisiOfficial the strategic right move is to let him out to another country making him a martyr is not going to help the regime by any mean زياع شدحم و لطب هنم عنصتب,NEUTRAL,NEUTRAL
قبته هوج ةجاح هلارج ول دح ةحلصم,NEUTRAL,NEUTRAL
ي ن ف شم ناشع ديهش هنم شولمعتم حصلا ةوطخلا هيد ناشع ءلاع جرخ,NEUTRAL,NEUTRAL
Ik wil echt move out to another country forever,NEUTRAL,NEUTRAL
Maybe i should move. Migrate to another country.,NEUTRAL,NEUTRAL
Wasn’t Annie drea meant to move to New York?? I really wanted to see her moving process to another country,POSITIVE,OPINIONATED
And if any of you think I am settling down in Texas and this is my home punch yourself in the face I move to another country in 4 years I simply ~wanted a house~ so now I have one,NEUTRAL,NEUTRAL
Can’t wait to move in another Country and start a new life.,POSITIVE,OPINIONATED
"I could never be a move to another country girly even tho I wanna be, I’ll get too homesick and lonely",NEGATIVE,OPINIONATED
Seriously! And I don't mean to offend anybody but if they said I could no longer live here where i live and I had to move to another country ...of the top 10 countries I'd move to America is not even on the list!,NEGATIVE,OPINIONATED
Woke up in the mood to move to another country and start a new life,NEUTRAL,NEUTRAL
It’s definitely coming. I’m strongly considering a move to another country in the next 18 months,NEUTRAL,NEUTRAL
"How can we just move on from the way Deborah was killed? If we pay attention , we can see that its not only in Sokoto we have normalized killings See all the killings by IPOB A few people bcos they want to be politically correct supported the invasion of another country",NEUTRAL,NEUTRAL
Let me move to another country can't no longer working in a place where being family with colleagues :) I want a team to be as athlete team honey,POSITIVE,OPINIONATED
"I decided to stay slightly longer in work to help them out while I prepare to move to another country and what do they do? Everybody took holiday leaving me to deal with everything and work 40+hours. Thanks, great team work!",POSITIVE,OPINIONATED
What if you had to move to another country? Where will you go &amp; what's the reason behind?,NEGATIVE,OPINIONATED
"Let me get this straight. 18 year old kills grandmother's children,, etc at a freaking grocery store?? who exactly elected your dumbass to represent anyone? And if this act of such a Heinous crime appeals to you. Could you quietly move to another country. Like devilstriangle",NEGATIVE,OPINIONATED
"Although the numbers aren't as impressive, millions of American chose to live in other countries due to shit like this. Strange how I had to move to another country to get some peace of mind. Actually, life was better here before social media reconnected me to the US shitshow.",NEGATIVE,OPINIONATED
Me: It'd be really cool to move to another country and live there with friends. :) *Looks at medical/medicine bills* .... Right. *Crosses America off the list* So anyway-,POSITIVE,OPINIONATED
What if you had to move to another country? Where will you go,NEGATIVE,OPINIONATED
"I just wanna move to another country, is that too much to ask https://t.co/uzHhY7uSuX",NEGATIVE,OPINIONATED
I honestly wish I could convince my family to move to another country.. The United States makes me feel so unsettled unsafe and unwelcome. I’m starting to think thats the goal... I do not want to have a baby or family here.,NEUTRAL,NEUTRAL
I just wanna move to another country and start over again,NEUTRAL,NEUTRAL
"I got drunk and lost my phone, this why I don't like going places. Now I gotta move to another country because the shit I got on that mf",NEGATIVE,OPINIONATED
"Preacher? If he doesn't believe in democracy, perhaps he should move to another country. We don't need this much hate in person.",NEUTRAL,NEUTRAL
Me vs the urge to ghost everyone in my life to move to another country and start a new one,NEUTRAL,NEUTRAL
Oh! so it's not a conspiracy theory! It's only a conspiracy theory when you think it's a bad thing! If you hate white people so much why don't you move to another country?,NEGATIVE,OPINIONATED
I wish my family could move to another country with me.,NEUTRAL,NEUTRAL
After you have run the roads for years and years it just comes to an end. She can not get here fast enough. I never in my life thought I would move to another country but she has me there.,NEUTRAL,NEUTRAL
Just wanna change my name and move to another country :),POSITIVE,OPINIONATED
It makes me want to move to another country Every. Single. Day.,NEUTRAL,NEUTRAL
"Kinda crazy how I've seen someone go through 3 relationships, get married, have a kid, get divorced, and move to another country and I'm still in my mom's basement to avoid being rent gouged",NEUTRAL,NEUTRAL
I wanna move to another town or even another country,NEUTRAL,NEUTRAL
"""Don't all these mass shootings and lack of free health care and being stripped of your rights just make you want to move to another country?"" ""Idk man. That means I'd have to find a new dentist, and that sounds like a lot of work.""",NEGATIVE,OPINIONATED
If you don't believe that American citizens should come first then move to another country,NEUTRAL,NEUTRAL
It’s been 3 years should I move to another country again ?,NEUTRAL,NEUTRAL
"My Great Aunty Elizabeth was so glam and a total jet setter. She immigrated to Canada from Ireland but found Canada to cold so got the boat to the Bahamas where she lived for 9 years before returning to the UK If she could move to another Country, then so can I https://t.co/n7DVUdIfnS",NEUTRAL,NEUTRAL
Most days I wanna move to another country,NEUTRAL,NEUTRAL
Fooking hell dude wish u all the best.. Will this experience make you leave everything and move to another country?,NEGATIVE,OPINIONATED
Girl I wanna move to another country,NEUTRAL,NEUTRAL
I double checked something I guess they had me back in Nebraska. OMG Just get me in 1 state and don't move! (Unless its to another country),NEUTRAL,NEUTRAL
"""A Kremlin statement on the phone call said Russia-Finland relations would be 'negatively affected' by any move to join NATO."" Adding Finland would give the U.S. another country to use to ""fight Russia over there, and we don’t have to fight Russia here."" https://t.co/8uDSdzlvpa",NEUTRAL,NEUTRAL
I want to move to another country and never have to worry about the shit I worry about right now,NEUTRAL,NEUTRAL
"I’ve 5 months living in Cork, Ireland. I wanna be part of this Country and I don’t have plans to move to another country (yet). I can walk alone and think to travel alone as well. Thanks Europe, I feel safe 4 first time in my feckin’ life…",POSITIVE,OPINIONATED
"omg same, did you guys know that my wife is the coolest person in the whole world who makes me happier than I've ever been in my entire life and I can't wait to move to another country so we can be t",NEGATIVE,OPINIONATED
Good day! I want to share a couple of things with you. First of all - I've decided to move to another country for a lot of reasons ( i will talk about them later when i will be ready ) https://t.co/fqMETc4DLY,POSITIVE,OPINIONATED
"[In old age, 1. stay healthy; 2. move to another country; or 3. when need nursing home care, I'll choose rather a spontaneous ending.] ‘Failure of an American ideology’: why Covid has an outsized impact on the US https://t.co/4f8R1BS20g",NEGATIVE,OPINIONATED
Guess is time to pack and move to another country as the entire crypto community that Portugal got on the last few years! Thanks to @fmedinapessoal the most short sided politician in the world.,POSITIVE,OPINIONATED
#Trump2024 For freedom. This socialism/communism is not what America is about. Let the liberals move to another country if they hate freedom.,NEGATIVE,OPINIONATED
I want to move to another country… must pay well and have a hockey,NEUTRAL,NEUTRAL
Actively seeking move to another country.,NEUTRAL,NEUTRAL
This is when I was a kid and in the right is my bestfriend me and her stick together since we were kids and till now.. I miss her but I need to move to another country for school:( https://t.co/crDWiDCpRD,NEGATIVE,OPINIONATED
Wanna text oomf like we can move away to another country &amp; start new lives .. together,NEUTRAL,NEUTRAL
"If right now someone asked you to move to another country, would you take it or leave it?",NEUTRAL,NEUTRAL
"The racism in America is disgusting. I truly plan to move to another country. I just haven’t the seen the rest of the world yet. “If you don’t like where you are, move. You’re not a tree.” - Unknown",NEGATIVE,OPINIONATED
"If you could move to another country, where would you go and why?",NEUTRAL,NEUTRAL
I think I need to move to another country asap,NEGATIVE,OPINIONATED
really hate america and wish i could move to another country like the uk or canada,NEGATIVE,OPINIONATED
"The Telegraph: Work more hours or move to better job to tackle cost-of-living crisis, says minister. https://t.co/KaEVq3IgYw OR MOVE TO ANOTHER COUNTRY WHERE THEY TREAT AND LOOK AFTER THEIR CITIZENS BETTER via @GoogleNews",POSITIVE,OPINIONATED
Awesome guy for doing the right thing! These ppl gross vile disgusting human beings who need to move to another country. #sickofvileracistscum,NEGATIVE,OPINIONATED
It fucking sucks how my options if I ever want to move to another country are limited to “best case scenario: marriage” just because I'm autistic w/ an official diagnosis I mean my plan was only to move to another country if my future spouse lives there but other people's aren't,NEUTRAL,NEUTRAL
0-7 in your last 7 game 7s lmao time to move to another country brah,POSITIVE,OPINIONATED
just wanna pack up my shit and move to another country,NEGATIVE,OPINIONATED
"Teachers! Doctors! Public sector workers! If you can't make ends meet with your meagre public sector salaries, the government minister says move to a better paid job! Small print :*Move to another job in another country if you want to continue working as a teacher or doctor* !",NEUTRAL,NEUTRAL
"I talk trash about America and think, “I should move to another country” and find out y’all got some serious issues too we’re really all just out here surviving",NEUTRAL,NEUTRAL
The way you can just packup and move to another country is just so amazing.,POSITIVE,OPINIONATED
I’m ready to move to another country for good.,POSITIVE,OPINIONATED
How does someone pack to move to another country? Asking for a friend,NEUTRAL,NEUTRAL
Finland President surprised at Putin's 'calm' response to NATO membership news Could it be that Putin is working on convincing Turkey another country to vote against the move… therefore feeling confident —- calm ? https://t.co/6PFZj4Z10C,NEUTRAL,NEUTRAL
"If this is an American family of a kid who researches how to kill Black people, I want to move to another country. Yesterday.",NEGATIVE,OPINIONATED
Why would anyone want to move from another country into a roommate situation? #90dayfiance,NEUTRAL,NEUTRAL
"""would u move to another country for a person, why"" - I think I know a person or two if it came down to it. So yeah. Idk, I do a lot of unplanned things. #tellonym https://t.co/uirTxm2vSv",NEUTRAL,NEUTRAL
"How do you move to another country to get married, but don’t know if your mate wants kids? Wtf you can’t tell me you didn’t see and run. Stop it. You haven’t had any real talks. #90DayFiance",NEGATIVE,OPINIONATED
I want to pick up and move to another country. But being a black woman I can’t even do that.,NEGATIVE,OPINIONATED
"It cracks me up that Thais' dad is suspicious of Patrick but not his daughter who's choosing to move to another country, marry someone in 90 Days, &amp; waits until a few days before leaving to tell him &amp; her mother about it. #90DayFiance",NEUTRAL,NEUTRAL
"Gonns try make it here first before i decide to move to another country... so yeah rather than actually complaining, gonna actually try to make things work to the best of my ability",POSITIVE,OPINIONATED
"Really feels like the only logical option is to move to another country and leave this shithole behind, but I'd be amazed if that was even possible",NEUTRAL,NEUTRAL
People should have the freedom to move to another country in order to better their and their childrens' lives How does that one strike you?,NEGATIVE,OPINIONATED
If I were young I’d move to another country.,NEUTRAL,NEUTRAL
I wanna move to another country lol.,POSITIVE,OPINIONATED
my 20s are very boring actually I would like to move to another country for a year tbh is that possible can I do that,NEGATIVE,OPINIONATED
"Wow, moving to another country is hard! I have an endless list of things that should be sold, packed, prepared and done. And this is two months before the actual move. https://t.co/1cq09w8UIT",NEGATIVE,OPINIONATED
If you don’t like the #Constitution then move to another country. #2A protects #1A,NEGATIVE,OPINIONATED
"Our last full day in New York City before we bid farewell to our amazing hosts Bob and Chuck, and move on to another country and another reunion! https://t.co/ZhwcqWBsF8",POSITIVE,OPINIONATED
I hope bts knows their impact. That they give us this magic. That makes us find friends that will move in with you. Friends that would move to another country for you. And friends that love you so much like no one else. I hope they know,POSITIVE,OPINIONATED
"The “replacement theory” is all BS! Paranoid white supremacists want to rule the country.They are anti-black and brown, anti- Jews, and anti-immigration. Where would this country be w/o immigrants? They should move to another country!",NEGATIVE,OPINIONATED
What a strange vacation! Lets call it something else to feel better “ Packation” a vacation to pack and plan your move to another country,NEGATIVE,OPINIONATED
I'm sure your neighbors wish you were in prison where you belong for your treason or that you would at least move to another country,NEUTRAL,NEUTRAL
Nothing rejuvenates the “should we move to another country” discussion quite as consistently as scheduled 2 hour slots that let people sit in the dark and think about things.,NEUTRAL,NEUTRAL
"I'm trying to hang on as long as my two elderly kitties are alive, they wouldn't survive me putting them through a move to another country. But after that, I'm looking at getting out of here, enough is enough. Possibly Canada, I don't know yet. Anyone know if we're even welcome?",POSITIVE,OPINIONATED
"Thinking about selling everything I own and move to another country; to challenge myself and start all over. “Would I make it?” Just asking myself this, motivates me so much!",NEUTRAL,NEUTRAL
"Going outside at 29°C was a big mistake, I wish to move to another country where it’s either always snowing or raining",NEUTRAL,NEUTRAL
I just want my husband so we can move to another country.,NEUTRAL,NEUTRAL
I just moved a month ago but I have the immense desire to throw everything away and move to another country Brain sees shiny new experience and goes BRRRRRRRRRR,NEUTRAL,NEUTRAL
finally making a gol roti feels like such an huge achivement when you are planning to move out to another country alone,NEUTRAL,NEUTRAL
Checklist When Moving to Another Country https://t.co/vrDSs0a4gn #sundayvibes #checklist #moving #expat #sundaymorning #SundayFunday #country #podcast #Blog #Tips #Read #MOVE #mysunday,POSITIVE,OPINIONATED
And what about if you have to move to another country to retire because you will never pay off your student loans and it’s too expensive in the US to ever stop working?,NEGATIVE,OPINIONATED
I wanna move to my dream city and live there for like 3 years and then eventually move to another country.,POSITIVE,OPINIONATED
move to another country i guess #CutiePieFinalEP,NEUTRAL,NEUTRAL
"I just want a new identity, move to another country, and change my look",NEUTRAL,NEUTRAL
I'm so sick of white supremacists in this country hell if you don't like folks of color MOVE to another country! This hate and killing for folks has to stop. I can't even image going to the market to just get milk and a stupid kid comes in and kills everyone!!,NEGATIVE,OPINIONATED
"Due to the draconian and evil increase in @GrabMY fares, I have decided to move to another country where the people are NOT held hostage to an e-hailing company.",NEGATIVE,OPINIONATED
"This is definitely not the time to give up in frustration, it's the time to fight! Put this country back together, elect the Dems, the only functioning party left. repubs will destroy your way of life! I don't want to move to another country, do you?",NEUTRAL,NEUTRAL
badly want to move to another country ://,NEGATIVE,OPINIONATED
I'm so tired of everything going on in this country. Why can't I just move to another country without jumping 2563 hurdles. Literally nothing good in the US,NEGATIVE,OPINIONATED
the urge to move to another country and not tell anyone is so strong rn,NEUTRAL,NEUTRAL
If I had young kids I'd move to another country.,NEUTRAL,NEUTRAL
There's only one possible solution. Move to another country under an assumed name.,NEUTRAL,NEUTRAL
"I Feels This Is Almost Like Building Up For A Pump, Like Pumper, But I Saw Russian Peeps On Telegram, They Were Okay, Cool Peoples, Just Like Us, good Kind Caring Human Beans, I Guess All Soliders Are Violences In Nature, Can They Just Move To Another Country?",POSITIVE,OPINIONATED
why move to another country when you can just fly to space https://t.co/68l8eBqMZp,NEUTRAL,NEUTRAL
Just watched Our Father on Netflix and that have me sick. I would’ve move to another country to try and protect my bloodline,NEGATIVE,OPINIONATED
"Twitter reacts to Jeff Bezos torching Biden's latest plan to tackle inflation: 'Dang they lost Jeff' https://t.co/A5a2eXKwru The rich already pay the majority of taxes, why do want to piss them off enough to move to another Country? Democrats are sickening hypocrites!!",NEGATIVE,OPINIONATED
so serious when I say I wanna move to another country!,NEUTRAL,NEUTRAL
I have the sudden urge to move to another country,NEUTRAL,NEUTRAL
Need to move to another country so I can go get piss drunk in a bar without having to worry about embarrassing myself to everyone I know,NEGATIVE,OPINIONATED
"Critical Race Theory, which is not taught anywhere but college, should be taught in every school in America at every level Americans need to “feel bad” about the horrors of our past and our right the fuck now. If you don’t approve, move to another country.",NEUTRAL,NEUTRAL
ready to meet the love of my life and move to another country already,POSITIVE,OPINIONATED
If they were so smart they’d know the African American population Is dwindling so it’s not us that will replace them I really wish I could move to another country,POSITIVE,OPINIONATED
"I really hope that one day, I'm able to move to another country. Preferably one of the Nordic countries. Get out of this dumpster fire before society completely collapses.",POSITIVE,OPINIONATED
you could just move to another country for the night to vote your own country lmao #Eurovision,POSITIVE,OPINIONATED
kinddaaa wanna fake my death and move to another country,NEGATIVE,OPINIONATED
"Nancy Sinatra weighed in with the same stupid opinion. Her boots were made for walking and she should do that and move to another country, like Canada. @NancySinatra",NEGATIVE,OPINIONATED
I wish we could burn every media company in this country to the ground imagine telling citizens of this country to move back in with their parents due to inflation while we send $400 billion to an actor in another country get the fuck out of here,NEGATIVE,OPINIONATED
How tf you move to another country and expect me to help when you have financial hardship!!!,NEUTRAL,NEUTRAL
As hard as the transition was for me I’d move to another country and start all over again because the exploring aspect is fun after the home sickness settles,NEGATIVE,OPINIONATED
"Fighting back that carnal desire to move to another country just to be submersed into the language, food, and culture. Do you have a country you would love to learn the language? My top 3 are Italy, Argentina, and Japan. #travel #foodie #culture #QOTD https://t.co/E3O19brRDl",POSITIVE,OPINIONATED
"If you're so worried about another country, then move there yourself. America needs aid first, commie. Biden is only sending aid there because he has assets and investments there he's trying to protect for his empire. #AmericaFirst #AmericansComeFirst #inflation #shortages",NEGATIVE,OPINIONATED
not me politely shitting on someone who's trying to convince me not to move to another country and to stay and marry him,NEUTRAL,NEUTRAL
I can’t move to other countries I say again because I can’t get a job !!! I have no experience or education finished so I can’t !!! I want to live happy and safe in another country but I can’t....,NEGATIVE,OPINIONATED
Disrespectful that the FA Cup didn’t even have the star spangled banner play before the match. If you don’t like it here move to another country.,NEGATIVE,OPINIONATED
85% chance i'm going to move to another country in June or early July and i just knew 2 weeks ago. selling all of my kpop stuff in a bit of a rush because apparently i don't even know when i'll be back. i'm scared it'll be dusty / rusty since no one's going to look after it,NEGATIVE,OPINIONATED
Wanna Move To Another Country So Bad,NEUTRAL,NEUTRAL
"Nah, the audacity!! these wanna be grandparents are disgusting. The married couple should move to another country and ghost on their parents. Couple longing for grandchild sues son, his wife: 'They don't think about us' https://t.co/y4UtwduTj6 via @ABC7NY",NEGATIVE,OPINIONATED
if i had a dollar for every man i call ugly and stinky every day i would have enough to move to another country and start a new life,NEUTRAL,NEUTRAL
i genuinely want to move to an another country and never see or hear about the fucking bigots ever again. i’m so traumatized with all the religious bullshit that bigots force on people even witnessing the act makes me want to cry. fuck you and fuck your misogynistic beliefs,NEGATIVE,OPINIONATED
Do we live or do we die isn’t that always on our mind but don’t we know this life is temporary so we can move to another country,NEUTRAL,NEUTRAL
cant wait to move to another country and change my whole identity,POSITIVE,OPINIONATED
"Can anyone give me like, ways to earn money as a minor online? I can tell my parents are trying to save up for tickets to move to another country and I don’t want to keep asking them for stuff like new pens…shirts…kinda need new bras too lol",POSITIVE,OPINIONATED
It’s happening everywhere just in case you want to move to another country.,NEUTRAL,NEUTRAL
"lol 'my side is so unbearable yet I'd rather move to another country than punish them at polls' is such a stupid-elite position, but whatever",NEUTRAL,NEUTRAL
Mandatory ROTC? Bagong Pilipinas University? Time to move to another country ig,NEUTRAL,NEUTRAL
"IMPEACH IMPEACH BIDEN. OPENING OUR BORDERS FOR STARTERS. IF IT WAS TRUMP, ALREADY BEEN DONE. ARE YOU STONE? UNLESS YOU GOT PLANS TO MOVE 2 ANOTHER COUNTRY, THE U.S. thanks to Biden, will be worse than Venezuela STOP HIM",NEGATIVE,OPINIONATED
Lowkey wanna move to another country,NEUTRAL,NEUTRAL
"like if i were to visit or move to another country, as long as there's jollibee i won't feel homesick",NEUTRAL,NEUTRAL
"Amazing how Hollywood &amp; many Americans freaked when Trump was Elected They were claiming that there was going to be famine, inflation, WWIII, we were all going to die under a Trump Administration They were all going to move to another country, none did Funny how they all survived",NEGATIVE,OPINIONATED
"If you had the to move to another country, where and why would you choose that location? Would you be able to be financially comfortable and sense of security?",POSITIVE,OPINIONATED
"People are leaving America the citizens that have money to move another country, soon as the shit really hit the fan all of us that are left will have to fight for our life. Black Americans People will be left with these immigrant https://t.co/nUM6tEpYWq",NEGATIVE,OPINIONATED
"Does everyone realize that insulin resistance is a new occurrence? We are all overweight because the food we eat is crapola! Eat Whole Foods, less packaged crap, exercise a little, and stay hydrated…it’s that simple. Or move to another country.",NEUTRAL,NEUTRAL
day by day i just wanna move to another country i was walking today from class and this h*meless guy was just sitting outside the grocery store and said look theres a snake there was a freaking toy snake there and i got triggered i literally couldn't breathe for a while,NEUTRAL,NEUTRAL
why do f**ipino relatives think were millionaires when we move to another country,NEUTRAL,NEUTRAL
this is why i’m afraid to move to another country ion wanna mess up what they got going on,NEGATIVE,OPINIONATED
"its funny how a maoist sees a trans teenager in a shitty household work its ass off to move to another country and live on its own, and then their response is to accuse said trans teenager of being a sex tourist, rather than, you know, any other fucking normal response",NEGATIVE,OPINIONATED
i need to move out to another country JUST to get a tattoo. not bc i want one but bc i want to do something I WANT.,NEUTRAL,NEUTRAL
"so like, if i hypothetically walked in on my roommate and her bf, is it more appropriate to simply drop out or to keep it classy and move to another country ?",POSITIVE,OPINIONATED
"So dried up Bette Midler has the answer to a problem that has been plaguing parents, in every state, for months now. I don't understand why she's not working in the WH. See you in '22 and '24, Bette, make sure you really move to another country this time.",NEGATIVE,OPINIONATED
"How? They already got their ass kicked in their surprise invasion. If they move on to another country the EU, UN, NATO won't sit still like they did with Ukraine in the first few weeks. https://t.co/HFvIeQItBp",NEUTRAL,NEUTRAL
"Bravo sir , these India startups in web3 co's are just blaming govt tax and not getting together as community and taking action and not appealing the unfair tax law and all they are doing is just tweet and in reality they move on to another country and not helping",NEGATIVE,OPINIONATED
"Tonight is about dignity, have some. I'd move to another country #SavageBeautyNetflix",NEUTRAL,NEUTRAL
Lmao the way I’m about to cancel my lease and move to another country.,NEUTRAL,NEUTRAL
"Agreed, cause here I am debating in 5 years if I wanna move to another country.",NEUTRAL,NEUTRAL
"the urge to delete all my socials, change my identity, move to another country, never speak to anyone from my previous life again, learn a trade, become a necessary part of the community in some small European town, construct a log cabin with my own two hands, and die peacefully",NEGATIVE,OPINIONATED
No @BetteMidler we will just try to get rid of the communist democrats who steal our money &amp; are destroying America…..so maybe you would like to move to another country since Trump will be President again in 2024 &amp; republicans will win in nov,NEGATIVE,OPINIONATED
I don’t care if I ever see another Russian skater or ANY Russian athlete for that matter..I’m sorry if some are drug free but can’t trust them any longer. Three strikes-YOU’RE OUT! Move to another country away from your murderous dictator.,NEUTRAL,NEUTRAL
"If you do not support states rights in the USA, then maybe you need to go move to another country.",NEUTRAL,NEUTRAL
One of the things I don't understand about Russia is why these oligarchs and elite move out of the country the minute they are able to do so. I couldn't imagine the leader of a nation having his children raised in another country. What's wrong with his?,NEGATIVE,OPINIONATED
if you put instead of and would support another country other than stand for your own you need to move to ....just saying!,NEUTRAL,NEUTRAL
"??? That means that Bitcoin is not 100% a safe investment? Not all investments are 100% safe. I prefer to invest in the country where I live, even if I have to pay taxes. But if I saw that I am going to pay too many taxes then I will permanently move to another country.",NEGATIVE,OPINIONATED
"I just want to move to another country, this country is becoming so hostile the only people that are enjoying it here are Tory MPs.",POSITIVE,OPINIONATED
"if i was the sender, i’d move to another country, change my whole identity, get a plastic surgery so no one would never recognize me",NEUTRAL,NEUTRAL
Imagine being so stupid you still live in your home tome. Why didn't you move already? It's personal development moving to another country.,NEGATIVE,OPINIONATED
"I understand there are many factors involved in industry and supply chain management, but it’s not a great look to give $40 billion to another country while people in your own are struggling due to inflation and lack of supply. Good move by Paul",NEGATIVE,OPINIONATED
lol im not ready to move to another country,POSITIVE,OPINIONATED
how do i move to another country im too afraid to stay here,NEGATIVE,OPINIONATED
My microwave broke this week. My dishwasher broke last week and my car is on its way out. I think it’s time to quit my job and move to another country. #signs,NEGATIVE,OPINIONATED
"Gonna move to another country where I plan to live away from Australia for years, still gonna earn good $$$ writing lots of articles about what’s going on back in Oz from my unique “very far away” perspective! Ps looking to hire someone willing to pose as my back in photoshoots? https://t.co/IxaADt9SQf",POSITIVE,OPINIONATED
I want to meet my person and move to another country. Lol it’s going to happen for me in due time.,POSITIVE,OPINIONATED
