id,User,Date Created,Number of Likes,Source of Tweet,Tweet,sentiment_1,opinion_1,sentiment_2,opinion_2,inter_annotator_agreement
1074,JDesemela,5/1/2023 21:50,20,Twitter for Android,"well mfers I need so much help, I'm lost in my own life, I don't know what to do; I'm deeply in love with my girlfriend , we are good average lovers(+4 yrs relationship). But she wants to move to another country (Brazil) in a few months, with her sister who already moved+",neutral,neutral,neutral,neutral,1
1075,sadi_aah,5/1/2023 17:42,21,Twitter for Android,Thinking I might just move to another country,positive,opinionated,positive,opinionated,1
1076,CaroleChaney18,5/1/2023 16:14,0,Twitter for Android,2022 was all fun and games until i had to move to another country which i really wanted to and had to cry my eyes out cause i miss my home,negative,opinionated,negative,opinionated,1
1077,cuwiigum,5/1/2023 12:42,0,Twitter for Android,"Job contract was expired and I struggled to decide where to go or what to do with my life after that. Adulting sucks. Finally made a decision and I’ll move to another country (again) but this time on my own decision, not following my parents.",positive,opinionated,positive,opinionated,1
1078,khushil_chavda,5/1/2023 12:05,1,Twitter for Android,Today on should I move to another country because the US pisses me off in 18 thousand ways,neutral,neutral,neutral,neutral,1
1079,judedautre,5/1/2023 12:05,1,Twitter for iPhone,"You can move to another country, change your name, change your religion. You can’t escape YOU #FoodieBeauty",positive,opinionated,positive,opinionated,1
1080,Di_mi_nombre_,5/1/2023 11:56,7,Twitter Web App,Why is it so hard to move to a new country? Why can’t we just pack our bags and fly to another country without looking back?,negative,opinionated,negative,opinionated,1
1081,orion_callisto,5/1/2023 11:35,0,Twitter for iPhone,Promise to god this year I will move to another country https://t.co/GTNBwdXjv2,positive,opinionated,positive,opinionated,1
1082,GeoAmador4,5/1/2023 9:39,0,Twitter for iPhone,I want to move to another country,positive,opinionated,positive,opinionated,1
1083,John34863921,5/1/2023 8:58,0,Twitter Web App,"back to work tomorrow, is it too late to quickly move to another country?",negative,opinionated,negative,opinionated,1
1084,EMWResearch,5/1/2023 8:49,4,Twitter for iPhone,Watching Emily in Paris makes me want to move to another country and start a new life,positive,opinionated,positive,opinionated,1
1085,blondeinmorocco,5/1/2023 8:49,7,Twitter for iPhone,My parents are talking about moving to a safe city in Mexico once they retire and are trying to convince me to be okay with it and telling me to move with them one day I’m born and raised in the US I cannot!! Lol although real talk I’m scared of living in another country lol,negative,opinionated,negative,opinionated,1
1086,nadsyeda,5/1/2023 8:02,1,Twitter for iPhone,wanna move to another country with bestie,positive,opinionated,positive,opinionated,1
1087,ft6v6,5/1/2023 6:51,0,Twitter for iPhone,also the way they change their ways when they move to another country,positive,opinionated,positive,opinionated,1
1088,milks_t,5/1/2023 6:10,2,Twitter for iPhone,I'd really like to move to another country but my anxiety doesn't want me to,negative,opinionated,negative,opinionated,1
1089,GX_GLOBAL_EOR,5/1/2023 5:15,0,HubSpot,My friend wants us to move in with her male friend who lives in another country. From scale 1 to 10 how impossible does this sound?,neutral,neutral,neutral,neutral,1
1090,MiscNeous,5/1/2023 3:03,0,Twitter for iPhone,"joined hostel 4 years ago today. still remember the first day how much i missed home, especially when i had to move from another country all by myself. now happy to call it home",positive,opinionated,positive,opinionated,1
1091,RicaBlossom,5/1/2023 2:50,0,Twitter for iPhone,Capitalists: “you should move to a socialist country” Me: I can’t afford to move to another country because I live in a capitalist country lol,negative,opinionated,negative,opinionated,1
1092,Bularkey,5/1/2023 2:40,0,Twitter for iPhone,might move to another country after i graduate. the fact that i can just do that just hit me,positive,opinionated,positive,opinionated,1
1093,joseph_yingling,5/1/2023 2:37,1,Twitter for iPhone,This is why I wanna move to another country and live alone,positive,opinionated,positive,opinionated,1
1094,CHXN3L,5/1/2023 0:36,0,Twitter for iPhone,"after college I will move to another country, I can’t take this place anymore",positive,opinionated,positive,opinionated,1
1095,CursedPost,4/1/2023 23:00,58,Twitter Web App,"Happy new year, I’m probably going to get a boob job and move to another country this year",positive,opinionated,positive,opinionated,1
1096,ltteeee,4/1/2023 22:49,1,Twitter for iPhone,"A good example of this concept is watching little kids who move to another country, how they quickly adapt, learn the language, and thrive! We could stand to take a lesson from them! https://t.co/7lDMO4sZxl",neutral,neutral,neutral,neutral,1
1097,WandaBear3,4/1/2023 22:37,0,Twitter for Android,"How do you move to another country and not account for your luggage? Like... did you think they were gonna put in the plane for free ? Not only that, you thought 32kg was gonna be sufficient ???",negative,opinionated,negative,opinionated,1
1098,fwooshpabs,4/1/2023 10:17,2,Twitter for iPhone,I think the solution is to move out..to another country,positive,opinionated,positive,opinionated,1
1099,hdthornhill,4/1/2023 8:18,0,Twitter Web App,"I don't understand why people living in another country want to be around their own people. I'm English and very proud of my English/Anglo-Saxon heritage, but if the city I was living in now suddenly saw a mass migration of English people I would move somewhere else.",neutral,neutral,neutral,neutral,1
1100,eloyboy13,4/1/2023 6:14,0,Twitter for Android,"It’s got nothing to do with the UK being bad vibes. It’s very stupid to move to another country with only £600, especially if you live a lavish lifestyle.",negative,opinionated,negative,opinionated,1
1101,JunquetbySolent,4/1/2023 6:03,0,Twitter for iPhone,We are on the verge of a recession. You have to move to another country. Where would you go?,positive,opinionated,positive,opinionated,1
1102,HankMaglio,4/1/2023 5:30,0,Twitter Web App,"My main goals for 2023: move to another country, stop drinking, more exercise, travel, and be happy.",positive,opinionated,positive,opinionated,1
1103,palingo21,4/1/2023 4:56,1,Twitter for iPhone,Living on £600 in the UK alone is tough… why would you think with that amount you can move to another country,negative,opinionated,negative,opinionated,1
1104,chxmpagnedxddy,4/1/2023 3:34,4,Twitter for Android,the idk what urge you move to another country and start a new life,neutral,neutral,neutral,neutral,1
1105,mashkincTMS,4/1/2023 2:54,0,Twitter for iPhone,How can you move to another country with only £602.95. And on top of that not triple check everything???,negative,opinionated,negative,opinionated,1
1106,THESAUDIDIVA,4/1/2023 0:28,0,Twitter for iPhone,"[RANT] i feel so shitty rn. i want to abandon everything, move to another country and change my name and identity and start over.",positive,opinionated,positive,opinionated,1
1107,fourthkisses,3/1/2023 23:26,0,Twitter for Android,"If I ever have the luxury to move to another country, change my identity and cut all the people in my life rn, I would definitely do it.",positive,opinionated,positive,opinionated,1
1108,7Nadreen,3/1/2023 19:49,1,Twitter for iPhone,I want to just pack up and move to another country!,positive,opinionated,positive,opinionated,1
1109,ellieshits,3/1/2023 19:39,0,Twitter for iPhone,Mood: want to move to another country and start a new life,positive,opinionated,positive,opinionated,1
1110,glacier_heart,3/1/2023 17:36,26,Twitter for iPhone,How do you move to another country with £600????,neutral,neutral,neutral,neutral,1
1111,iveaespajjang,3/1/2023 17:29,1,Twitter for iPhone,I can’t move from bush to Croydon with £600. Imagine another country,negative,opinionated,negative,opinionated,1
1112,fabby_ulouss,3/1/2023 15:17,1,Twitter for iPhone,I personally wouldn’t move to another country w no money saved in case of emergencies but that’s just me,negative,opinionated,negative,opinionated,1
1113,RomeusEth,3/1/2023 13:46,6,Twitter for Android,Finally i got the chance to move to another country yayee I’m starting new life there,positive,opinionated,positive,opinionated,1
1114,_abdel11,3/1/2023 12:43,1,Twitter for iPhone,No booking a flight to move to another country &amp; not including luggage is madness.,neutral,neutral,neutral,neutral,1
1115,wintermemory520,3/1/2023 11:07,0,Twitter for iPhone,Mad respect for people who move to another country where they don't speak the language and have to learn from scratch. These people need to work 15x harder trying to adapt.,positive,opinionated,positive,opinionated,1
1116,SharronChina,3/1/2023 10:32,19,Twitter for iPhone,I WANNA MOVE TO ANOTHER COUNTRY SBDNDNNDBDD,positive,opinionated,positive,opinionated,1
1117,CertifiedBondX,3/1/2023 10:09,0,Twitter for iPhone,"if it wasn't because i'm planning to move to another country, i'd grab all my money and would just go to the south of Chile for a few months. a year, even. now that i quit my job i'm tempted to do so, but i have until march to find a job so i don't spend any of my savings",positive,opinionated,positive,opinionated,1
1118,grandmaj2,3/1/2023 9:34,23,Twitter Web App,1st day of 2023. About to fly and move to another country.,positive,opinionated,positive,opinionated,1
1119,danshaun18,3/1/2023 6:07,0,Twitter Web App,Idk why I just have this urge to move to another country,positive,opinionated,positive,opinionated,1
1120,CallOfDove,3/1/2023 4:22,1,Twitter for iPhone,Telling natives to move off their island to another country is wild but I get it. But why not stop more people from moving there?,neutral,neutral,neutral,neutral,1
1121,baezaardukaan,3/1/2023 3:43,0,Twitter Web App,The urge to move to another country out of nowhere is real,positive,opinionated,positive,opinionated,1
1122,TheJessieDitto,3/1/2023 3:31,3,Twitter Web App,How you gonna move to another country with only £600 to your name pls,negative,opinionated,negative,opinionated,1
1123,smileykyeom_,3/1/2023 3:14,0,Twitter for Android,"two of my dreams have been achieved this year. to get engaged and to move in another country. aaahh thank you, Lord! really grateful for 2022",positive,opinionated,positive,opinionated,1
1124,preaching_hades,3/1/2023 2:29,2,Twitter for iPhone,"A capitalist/imperialist society makes people snap. Then such people have to further listen to the psychopaths saying that if you don't like their abusive behavior, move to another country. Time to deport the abusive psychopaths.",neutral,neutral,neutral,neutral,1
1125,jorymicah,3/1/2023 1:47,176,Twitter for iPhone,goals for 2023: getting out of this shithole and move to another country so i won't see anyone anymore,positive,opinionated,positive,opinionated,1
1126,comradejaehyun,3/1/2023 0:45,2,Twitter for iPhone,"So this year, I managed to go out West and loved exploring Portland. Originally, I was planning to move out around there next year but I think I might try adventuring to another country. Do some adventuring, have a good time, and who knows what else may happen. The future is open",positive,opinionated,positive,opinionated,1
1127,absoluteninox,3/1/2023 0:13,0,Twitter for iPhone,Shame is free! How can you go on social asking for ££ to move to another country..,neutral,neutral,neutral,neutral,1
1128,birkinbeau,2/1/2023 21:07,0,Twitter for iPhone,Thank god I didn’t move to another country just for hoe,negative,opinionated,negative,opinionated,1
1129,demi_irawo,2/1/2023 20:04,4,Twitter for iPhone,"New year, New life and move to another country.",positive,opinionated,positive,opinionated,1
1130,_100ch,2/1/2023 19:15,0,Twitter for iPhone,Do you ever feel like you have to move to another country cuz in your homeland you have lots of memories that you want to forget?,positive,opinionated,positive,opinionated,1
1131,BerlitzHrvatska,2/1/2023 16:16,0,Twitter Web App,I need to find a remote job or come into a lot of money and move to another country frfr,positive,opinionated,positive,opinionated,1
1132,DIYWITHJOY,2/1/2023 15:01,9,Twitter for iPhone,My new year’s resolution is to not be so annoying that my friends move to another country to get away from me Also to procrastinate less,neutral,neutral,neutral,neutral,1
1133,lllebzlll,2/1/2023 13:22,0,Twitter for iPhone,"2022 has been rough. i lost a few good people in my life, online and irl. but 2022 had been great too cos get to move to another country, experience new culture and meet more people. i am excited for 2023! afterall, it can only go up from here!",positive,opinionated,positive,opinionated,1
1134,machomanforpres,2/1/2023 12:10,0,Twitter Web App,i wish i was rich so i could move to another country and never have to come back not mentally nor physically,positive,opinionated,positive,opinionated,1
1135,antiigonee,2/1/2023 10:30,2,Twitter for iPhone,You idiot they all talk....that a joke nothing will happen....but you could move would be great oh to another country please #BOYCOTTMEATHEAD,positive,opinionated,positive,opinionated,1
1136,ShayJRyan,2/1/2023 10:28,8,Twitter Web App,New year hits - immediately begins calculating costs to move me and my cat to another Country. On god I hate living here.,positive,opinionated,positive,opinionated,1
1137,QuickestTempa,2/1/2023 5:40,2525,Twitter for iPhone,This user wanna move to another country and start a new life.,positive,opinionated,positive,opinionated,1
1138,warnerspetunia,2/1/2023 5:27,0,Twitter for iPhone,"I really just gotta get this out there, I'm FILIPINO Me wanting to move to another country will NEVER change that. I can move to get better opportunities for me and my family and still feel absolutely proud of being Filipino",positive,opinionated,positive,opinionated,1
1139,icecream_binnie,2/1/2023 4:47,7,Twitter for Android,I would just lurv to change my name and move to another country it sounds fun,positive,opinionated,positive,opinionated,1
1140,nychina__,2/1/2023 4:19,2,Twitter for iPhone,"My therapist said I canr color my hair when I am stressed or feeling down, So I am just gonna move to another country (again) feel like its what i need",positive,opinionated,positive,opinionated,1
1141,chargedupplil,2/1/2023 4:12,0,Twitter for iPhone,"The govt is in on it , your best bet if v you don't wanna be chipped sell your assets and move to another country",positive,opinionated,positive,opinionated,1
1142,ProdTally,2/1/2023 3:14,6,Twitter for Android,if i were to ever move to another country it's be be because the weather here is just too hot and it's cramping my style like i have the right to wear more than just a tshirt!!! muh rights!!,positive,opinionated,positive,opinionated,1
1143,MediocreJake,2/1/2023 2:45,0,Twitter Web App,the urge to move on to another country and start a new life &gt;&gt;&gt;&gt;&gt;,positive,opinionated,positive,opinionated,1
1144,EBMSCHOLARS,2/1/2023 2:28,10,Twitter Web App,"I wanna move to another country, oh hold on, that’s another tweet",positive,opinionated,positive,opinionated,1
1145,mami_churro,2/1/2023 0:42,7,Twitter for iPhone,Another country to move to a common sense approach,positive,opinionated,positive,opinionated,1
1146,itsKENDLINE,2/1/2023 0:27,0,Twitter for iPhone,sometimes I think I should move to another country and open a smash burger spot,positive,opinionated,positive,opinionated,1
1147,chandler08bing,1/1/2023 23:48,1,Twitter for Android,"When I get the opportunity to move to another country, I’m grabbing it. Packing my luggage and leave. Ende u paka ndi ya paka shem…",positive,opinionated,positive,opinionated,1
1148,lefty1S,1/1/2023 23:29,7,Twitter for iPhone,saraha I'm considering a move to another country,positive,opinionated,positive,opinionated,1
1149,Trek_Maestro,1/1/2023 23:12,1,dlvr.it,"this seriously is such a hard choice like I've been struggling for a year now wether I can move to another country by myself or not, a lot of my friends are leaving I seriously have a mad respect for him anf everyone else who could make such hard choice and follow their dreams",negative,opinionated,negative,opinionated,1
1150,izzahibrahim__,1/1/2023 20:01,116,Twitter for iPhone,You can always move to another country or even planet if you hate it here so much. Believe me no one will miss you,positive,opinionated,positive,opinionated,1
1151,Erinma_2809,1/1/2023 17:26,6,Twitter Web App,"I never in my life thought that I would ever say this but, if I was 20 years younger, I would move to another country. 5 years ago it would have been unimaginable!",neutral,neutral,neutral,neutral,1
1152,AtikuChangeDCh2,1/1/2023 12:51,0,Twitter Web App,I left my home country at 20 years old and moved to Europe alone. I went to 3⃣ countries in the span of 10 months. I overcame a breakup that destroyed me as a person. I went to therapy and healed I got accepted to move to another country* it’s a surprise * I found myself,positive,opinionated,positive,opinionated,1
1153,pappygranruth04,1/1/2023 10:56,0,Twitter for iPhone,i wanna move to another city another country continent whatever i just want to disappear from here,positive,opinionated,positive,opinionated,1
1154,BLUEfingers2021,1/1/2023 10:32,41,Twitter for iPhone,I hate that I am stuck where I am. I want to pack up and move to another country.,positive,opinionated,positive,opinionated,1
1155,potatochipfr,1/1/2023 10:08,0,Twitter for iPhone,I don’t move to tease because he’s in another country,neutral,neutral,neutral,neutral,1
1156,spiritofzapata,1/1/2023 8:12,0,Twitter for iPhone,Deciding that you wanna one day up and move your entire family to another country and expecting your spouse to just agree is absurd LMAO,negative,opinionated,negative,opinionated,1
1157,Saishhxo_,1/1/2023 7:46,0,Twitter for iPhone,So jealous of couples who get married and then just move away to another country,positive,opinionated,positive,opinionated,1
1158,janinealexis_,1/1/2023 7:32,5,Twitter for iPhone,I have to move to another country next year,positive,opinionated,positive,opinionated,1
1159,AntiSatan7,1/1/2023 7:10,0,Twitter Web App,"I know deciding to move to another country is a huge decision for many, My one cent is, Wherever you’re happy, That’s your home",neutral,neutral,neutral,neutral,1
1160,Ayeeessssha,1/1/2023 6:13,4,Twitter for iPhone,why I’m I just finding out that you have to pay off your debt and renounce your citizenship if you move to another country not me thinking you can just up and leave,neutral,neutral,neutral,neutral,1
1161,Uncrazzamatic,1/1/2023 4:35,0,Twitter Web App,Sometimes we have to step out of our comfort zone to find joy! Or even move to another country! https://t.co/7eeLyhQyeb,positive,opinionated,positive,opinionated,1
1162,Ms_S_Tiny,1/1/2023 3:32,2,Twitter for iPhone,Reason #1928328827 on why I should move to another country https://t.co/elPnlE6y12,positive,opinionated,positive,opinionated,1
1163,jessclaraharkin,1/1/2023 2:52,10,Twitter for iPhone,"30k a year is definitely not enough to survive on, especially if they have dependents. But to think the government will just increase their wages when there are an abundant supply of nurses is delusional. They won’t. Either you move to another country that pays well OR",positive,opinionated,positive,opinionated,1
1164,OceanDreamin1,1/1/2023 2:37,0,Twitter Web App,"#MyRandomThoughts America, Russia and the UK were arguably the most instrumental in beating Germany in WW2. Those 3 however are now near the top of places I'd never want to visit if I lived in another country. If I had the money I'd move abroad asap.",positive,opinionated,positive,opinionated,1
1165,hawtpotatoes,1/1/2023 2:13,0,Twitter for iPhone,"some people does not even think about it, they just move to another country and all of a sudden things get a little lighter",positive,opinionated,positive,opinionated,1
1166,nabilaselalubnr,1/1/2023 1:16,1,Twitter for Android,Wish I could move to another country but unfortunately financially it’s impossible (also Brexit has completely restricted/stopped us moving to EU countries unless you’re one of Boris Johnson’s family),negative,opinionated,negative,opinionated,1
1167,mae_x_lilith,1/1/2023 1:04,12,Twitter for iPhone,id never move to another country for dick esp if theyre ugly,negative,opinionated,negative,opinionated,1
1168,Lilliana_Levy,1/1/2023 0:45,0,Twitter Web App,"Don’t like America, move to another Country.",positive,opinionated,positive,opinionated,1
1169,snnchl,1/1/2023 0:36,0,Twitter for iPhone,"the worst thing about having the dream of living in another country is that you think you won't be happy until you move on, and the more it takes for it to become true, the less you enjoy the present time...",negative,opinionated,negative,opinionated,1
1170,LorrieM65208559,31/12/2022 21:52,0,Twitter for Android,i wanna move to another country so bad,positive,opinionated,positive,opinionated,1
1171,miss_mema_xo,31/12/2022 19:26,2,Twitter for iPhone,Don’t ask me for advice on life cause I will tell you to Quit your job &amp; move to another country,positive,opinionated,positive,opinionated,1
1172,JonnyMnemonic22,31/12/2022 19:22,0,Twitter for iPhone,i wanna move to another country and cut everyone off,positive,opinionated,positive,opinionated,1
1173,Zen_Cyn_,31/12/2022 18:15,0,Twitter for iPhone,"""do u think u would ever move to another country for someone? why"" - No I already have my husband #tellonym https://t.co/rRMHmq8VW9",negative,opinionated,negative,opinionated,1
1174,seri_sayss,31/12/2022 13:45,8,Twitter for Android,anyways 2023 my year. the year i move out to another country. see harry styles twice in pit. graduate high school. can’t wait.,positive,opinionated,positive,opinionated,1
1175,OHhoneyBadgerIO,31/12/2022 11:42,3,Twitter for Android,i feel like i have so much to prove to everyone. i honestly just want to move to another country and just start OVER.,positive,opinionated,positive,opinionated,1
1176,incredible_baby,31/12/2022 10:55,0,Twitter for iPhone,Yh i need to find another country to move to.,positive,opinionated,positive,opinionated,1
1177,ihnot_charles,31/12/2022 8:49,0,Twitter for Android,Get my 2nd degree &amp; move to another country.,positive,opinionated,positive,opinionated,1
1178,NewbarnesS,31/12/2022 7:25,1,Twitter for iPhone,"I'm so hungry and I can't even heat up my leftovers because of loadshedding. I think I'm ready to move to another country, yoh ha.a https://t.co/iaf0CCSaDr",positive,opinionated,positive,opinionated,1
1179,Pammy_tee,31/12/2022 7:15,0,Twitter for Android,I'm moving to another country! Since my family hasn't been supportive over my dream of studying arts i decided move alone to a closer country Brazil! This will bring lots of changes such as my art direction on this account If you want to support me i will open comms ask in dm! https://t.co/7EwLo3EQ2H,positive,opinionated,positive,opinionated,1
1180,tsukidoki,31/12/2022 4:54,4,Twitter for iPhone,my mama moving to another country really made me realize I can’t really go without her.. she need to move back immediately,negative,opinionated,negative,opinionated,1
1181,999Lemonpie,31/12/2022 2:15,2,Twitter for iPhone,Well ! It’s never too late to move to another country and change my name !,positive,opinionated,positive,opinionated,1
1182,FelineUnit,31/12/2022 1:07,0,Twitter Web App,Wanna move to another country,positive,opinionated,positive,opinionated,1
1183,CityProsecutor,31/12/2022 0:07,1,Twitter for iPhone,I feel like I can move back to Seattle and this time it’ll be easier bc of the frandz I made over there If I don’t move to another country I might end up in Seattle again,neutral,neutral,neutral,neutral,1
1184,mranhhhhhh,30/12/2022 20:56,3,Twitter for Android,when i pick my life up and move to another country i dont want to hear from anyone i havent heard from and i’m being so serious,positive,opinionated,positive,opinionated,1
1185,GeeksRave,30/12/2022 19:56,0,Twitter for Android,"that can be fixed ,,, move to another country , you don't like America anyway",positive,opinionated,positive,opinionated,1
1186,matsuchi08,30/12/2022 19:56,0,Twitter for Android,I miss living abroad. This time next year I want to at least have flights booked to move to another country,positive,opinionated,positive,opinionated,1
1187,cynroseM,30/12/2022 19:33,0,Twitter Web App,"Hello my fellow Americans after this disappointing November election, I’ve been thinking about moving to another country. A countries that cares about their citizens and has true borders. My retirement money is shrinking. Please take a poll who would like to move",positive,opinionated,positive,opinionated,1
1188,downeymore,30/12/2022 18:02,13,Twitter for Android,i am starting to believe god is giving me signs to tell me that i need to move to another country because WTF IS GOING ON RECENTLY,positive,opinionated,positive,opinionated,1
1189,BuhleAfrika,30/12/2022 17:20,75,Twitter for iPhone,i need to move to another country. I am not cut out for the dating “game”. What happened to being straightforward,positive,opinionated,positive,opinionated,1
1190,avgjaneexp2,30/12/2022 17:10,0,Twitter Web App,"look i know life’s what you make it or whatever hannah montana said, but i think a lot of my problems would be solved if i was able to move to another country",positive,opinionated,positive,opinionated,1
1191,JoeFilippone,30/12/2022 12:43,0,Twitter for iPhone,Beneran galau banget karena sampe detik ini belum juga dapat kamar berteduh di Brussels. Lalu tweet ini lewat. Pokoknya usaha dan berdoa ajalah. Bismillah tidak jadi homeless I only have less than a month before move to another country.,positive,opinionated,positive,opinionated,1
1192,ChuckChuckem,30/12/2022 10:31,0,Twitter for iPhone,It should be recited or you should move to another country,positive,opinionated,positive,opinionated,1
1193,makedaworld,30/12/2022 10:04,0,Twitter Web App,America HATES their federal government. Now what? Move to another country I guess.,positive,opinionated,positive,opinionated,1
1194,comizem,30/12/2022 8:06,1,Twitter for Android,I wanna move to another country and start over completely,positive,opinionated,positive,opinionated,1
1195,kingGia_10,30/12/2022 8:00,1,Twitter for iPhone,Completely scared to move to another country but gotta take the jump,positive,opinionated,positive,opinionated,1
1196,935euros,30/12/2022 7:21,1,Twitter for iPhone,the urge to move to another country for a fresh start,positive,opinionated,positive,opinionated,1
1197,ace_v3,30/12/2022 7:01,2,Twitter for iPhone,"If any of you can sign my safety secure in the Nigerian environment untill I arrange myself to travel another country I want to exports my business , I will go back to Nigerian today , but once you can fully guarantee my living over there , I have right to make a move to b secure",neutral,neutral,neutral,neutral,1
1198,fyorexia,30/12/2022 6:22,4,Twitter for Android,So people are aware that when you go to another country you respect the culture and traditions there but when people move to canada/USA/UK they feel the need to force their culture on others? Learn to adapt to the cultures around you. Non-christians can still enjoy Christmas.,neutral,neutral,neutral,neutral,1
1199,allthisdaydream,30/12/2022 5:08,1,Twitter for iPhone,Move to another country and be the rich aunty cuz i only believe in loving myself,positive,opinionated,positive,opinionated,1
1200,pidermun,30/12/2022 4:39,23,Twitter for Android,I badly want to move to another country but I don’t know where to start,positive,opinionated,positive,opinionated,1
1201,tinycatmom,30/12/2022 3:43,4,Twitter for Android,packing to move to another country is stressful (ಠдಠ),negative,opinionated,negative,opinionated,1
1202,skip_bassey,30/12/2022 2:52,5,Twitter for iPhone,"That’s what pissed me off the most. Like you’re about to move your child to another country. This isn’t just an eat, pray, love trip.",negative,opinionated,negative,opinionated,1
1203,mxrchh,30/12/2022 2:20,8,Twitter for iPhone,Be rich and move to another country. I’ll bring my family if they want to,positive,opinionated,positive,opinionated,1
1204,kaysupreme04,30/12/2022 1:13,1,Twitter for iPhone,Why bother come out when you can simply move to another country and marry your partner there,positive,opinionated,positive,opinionated,1
1205,IAmDeepa__,30/12/2022 0:55,3,Twitter for iPhone,move to another country &amp; travelling,positive,opinionated,positive,opinionated,1
1206,performsegue,29/12/2022 23:24,23,Twitter for iPhone,"the best decision i took was to leave my country and went to germany. penniless at the end but happy bro. if my german was any better or i loved research, i would have stayed. anyways need to look for another country to move and, this time, find a job",positive,opinionated,positive,opinionated,1
1207,iamdrea_,29/12/2022 23:05,44,Twitter for iPhone,I think I’d move to another country and never tell them where I’m going! I hope you know what you’re doing lol,positive,opinionated,positive,opinionated,1
1208,teume4ev3r12,29/12/2022 22:23,0,Twitter for Android,"i was thinking that i would do anything for a job right now, i would literally move to another country if i had the opportunity, how would i survive for the first few months? god knows how, but i would do it...",positive,opinionated,positive,opinionated,1
1209,razanityherself,29/12/2022 21:42,2,Twitter for iPhone,"I know y’all gone wanna fight when I say this but old boy should of stood his ground about his daughter In the Best man show. You can move to another state, but another country? Nah",negative,opinionated,negative,opinionated,1
1210,zinothedinooo,29/12/2022 21:08,1,Twitter Web App,i just wanna move to another country and start a whole new life!!,positive,opinionated,positive,opinionated,1
1211,Up_Za_Daisy,29/12/2022 18:30,2,Twitter for Android,who wants to move to another country with me ?? i’m scared of doing it alone,negative,opinionated,negative,opinionated,1
1212,Moonielinks,29/12/2022 15:55,0,Twitter Web App,Now this is interesting In love sa first few months tapos heartbreak then will migrate to another country to move on. NERN,neutral,neutral,neutral,neutral,1
1213,freetomiefan1,29/12/2022 12:56,2,Twitter for iPhone,"I agree wholeheartedly! Anyone who doesn't like our laws, culture, ethics, etc. is free to find another country that better fits their needs &amp; move to that country immediately!",positive,opinionated,positive,opinionated,1
1214,FodgeMcDoodie,29/12/2022 11:37,0,Twitter for Android,I want to move to another country and raise a family.,positive,opinionated,positive,opinionated,1
1215,roxydoxy1527,29/12/2022 11:28,0,Twitter for iPad,can’t believe seungkwan is coming to my country! even tho i alr move to another country,positive,opinionated,positive,opinionated,1
1216,ELVESILVAN,29/12/2022 9:02,0,Twitter for Android,The baby is LITERALLY 2 months old. Whooo tf are you to decide which school he needs to go?! Eh. Wtf la honestly. I’m gonna move to another country when I have a child coz fuck you all. No fucking way I’m gonna allow you to come and ask me stooopid questions.,positive,opinionated,positive,opinionated,1
1217,Robert40074939,29/12/2022 8:00,0,Twitter Web App,reo is so strong bc if i was pubicly humiliated in front of my peers like this i'd just move to another country,positive,opinionated,positive,opinionated,1
1218,CrazinessIs,29/12/2022 6:46,2,Twitter Web App,huh I wonder if when (hopefully) I'll move to another country for studies if I'll ever actually get to celebrate christmas,positive,opinionated,positive,opinionated,1
1219,kirstenjanaee,29/12/2022 6:15,0,Twitter for iPhone,Settling down everything and move to another country,positive,opinionated,positive,opinionated,1
1220,Ch3r_xo,29/12/2022 6:01,5,Twitter for iPhone,Get married to the LOML Move to another country Move to new house with the LOML,positive,opinionated,positive,opinionated,1
1221,jarjar_b1nks,29/12/2022 4:53,1,Twitter for iPhone,"2023 isn’t even here yet BUT…You heard it here first, our goal for 2024 is to move to another country.",positive,opinionated,positive,opinionated,1
1222,aysgulwg,29/12/2022 4:20,3,Twitter for iPhone,Ngl the urge to move to another country is potent the older I get,positive,opinionated,positive,opinionated,1
1223,420PandaNation,29/12/2022 4:17,0,Twitter for Android,The undying urge to move to another country whenever I'm ready but too afraid to leave everything behind,negative,opinionated,negative,opinionated,1
1224,bombshel__,29/12/2022 4:16,0,Twitter for iPhone,Nothing like realizing I move away to another country in a week then getting a panic attack about it.,negative,opinionated,negative,opinionated,1
1225,CrownBiaAgain,29/12/2022 1:01,0,Twitter for iPhone,Damn imagine your partner getting a job and having to move your kid to another country,positive,opinionated,positive,opinionated,1
1226,_msjeanius,28/12/2022 23:07,1,Twitter for iPhone,cant wait to move to another country and start over like god intended for all pretty and mentally ill women,positive,opinionated,positive,opinionated,1
1227,Komeji_nouzy,28/12/2022 14:48,49,Twitter for Android,Hey @WhiteHouse I'd rather move to another country that would allow me to have my deposit!,positive,opinionated,positive,opinionated,1
1228,potatom52026878,28/12/2022 13:32,0,Twitter Web App,Maybe you should move to another country if you don't like Christmas,positive,opinionated,positive,opinionated,1
1229,popstarwcharm,28/12/2022 11:50,1,Twitter for iPad,"Yes, if I had to move to another country, it would be Japan! Crime is low and women are safe to walk around at night.",positive,opinionated,positive,opinionated,1
1230,sismaitasam,28/12/2022 10:46,1,Twitter for iPhone,I need money for travels I want to move to another country and start a new life,positive,opinionated,positive,opinionated,1
1231,usedheelys,28/12/2022 10:19,2,Twitter for iPhone,He is calling back America here why don't you serve Pakistan as a dish to them in the end you and all Generals will move back to another country.,positive,opinionated,positive,opinionated,1
1232,theocitax,28/12/2022 8:09,12,Twitter for iPhone,This user wanna move to another country and start a new life,positive,opinionated,positive,opinionated,1
